uczelnia,cagr,cagr_lo,cagr_hi,r2,early,recent,recent_vs_early,cagr_kohorta_ustalona
upwr,0.02657509191740015,-0.005635789388816259,0.059829394601268016,0.1701266591089113,4.029629629629629,4.881481481481481,1.2113970588235294,0.006710238984502848
sggw,0.011935221181183175,-0.007564314657512283,0.03181788703378308,0.10121356853090792,2.859375,3.1026785714285716,1.0850897736143639,-0.001037163211164871
urk,0.054199554065975875,0.007993915590917888,0.10252322221746923,0.2957942289277805,3.0987654320987654,2.9614197530864197,0.9556772908366533,0.03931516929354428
uwm,0.048716845264105135,0.016321025273056122,0.08214530073822957,0.4103855104019441,3.2035714285714283,4.035714285714286,1.2597547380156076,0.040383385886078926
