author_a,author_b,weight
https://openalex.org/A5008909397,https://openalex.org/A5014330978,1
https://openalex.org/A5008924937,https://openalex.org/A5120161228,1
https://openalex.org/A5008930123,https://openalex.org/A5071054435,4
https://openalex.org/A5008932229,https://openalex.org/A5021859036,1
https://openalex.org/A5008941577,https://openalex.org/A5014492331,1
https://openalex.org/A5008941577,https://openalex.org/A5075730999,1
https://openalex.org/A5008978698,https://openalex.org/A5053761240,2
https://openalex.org/A5008982327,https://openalex.org/A5014492331,1
https://openalex.org/A5008982327,https://openalex.org/A5075730999,1
https://openalex.org/A5008985769,https://openalex.org/A5009378414,4
https://openalex.org/A5008985769,https://openalex.org/A5014345605,2
https://openalex.org/A5008985769,https://openalex.org/A5040090348,5
https://openalex.org/A5008985769,https://openalex.org/A5074523834,8
https://openalex.org/A5008987976,https://openalex.org/A5021859036,1
https://openalex.org/A5008994566,https://openalex.org/A5086866734,1
https://openalex.org/A5008998453,https://openalex.org/A5017067547,1
https://openalex.org/A5009008863,https://openalex.org/A5017809705,1
https://openalex.org/A5009012090,https://openalex.org/A5077469072,1
https://openalex.org/A5009030676,https://openalex.org/A5056825778,1
https://openalex.org/A5009031504,https://openalex.org/A5011610301,1
https://openalex.org/A5009031504,https://openalex.org/A5037686662,2
https://openalex.org/A5009031504,https://openalex.org/A5040485583,1
https://openalex.org/A5009043647,https://openalex.org/A5060674730,1
https://openalex.org/A5009045312,https://openalex.org/A5010906410,1
https://openalex.org/A5009045312,https://openalex.org/A5059159027,1
https://openalex.org/A5009045312,https://openalex.org/A5087222856,1
https://openalex.org/A5009045903,https://openalex.org/A5056543059,1
https://openalex.org/A5009054130,https://openalex.org/A5013059435,2
https://openalex.org/A5009058647,https://openalex.org/A5015130752,4
https://openalex.org/A5009064640,https://openalex.org/A5083128368,1
https://openalex.org/A5009071150,https://openalex.org/A5016901543,1
https://openalex.org/A5009073424,https://openalex.org/A5082731892,2
https://openalex.org/A5009086283,https://openalex.org/A5037686662,1
https://openalex.org/A5009109856,https://openalex.org/A5053029547,1
https://openalex.org/A5009109856,https://openalex.org/A5054965218,4
https://openalex.org/A5009109856,https://openalex.org/A5063075262,2
https://openalex.org/A5009109856,https://openalex.org/A5071054435,7
https://openalex.org/A5009109856,https://openalex.org/A5084600009,2
https://openalex.org/A5009109856,https://openalex.org/A5103277730,4
https://openalex.org/A5009112854,https://openalex.org/A5032047875,1
https://openalex.org/A5009112909,https://openalex.org/A5091909614,1
https://openalex.org/A5009119423,https://openalex.org/A5068916511,2
https://openalex.org/A5009145135,https://openalex.org/A5016926961,2
https://openalex.org/A5009145135,https://openalex.org/A5085380516,1
https://openalex.org/A5009152078,https://openalex.org/A5082731892,1
https://openalex.org/A5009152750,https://openalex.org/A5081472842,1
https://openalex.org/A5009169196,https://openalex.org/A5014345605,3
https://openalex.org/A5009169196,https://openalex.org/A5040090348,1
https://openalex.org/A5009169196,https://openalex.org/A5074523834,4
https://openalex.org/A5009169196,https://openalex.org/A5082306240,7
https://openalex.org/A5009170601,https://openalex.org/A5059593166,1
https://openalex.org/A5009173852,https://openalex.org/A5069582006,1
https://openalex.org/A5009175402,https://openalex.org/A5066794724,1
https://openalex.org/A5009176755,https://openalex.org/A5042193765,2
https://openalex.org/A5009177738,https://openalex.org/A5022071915,3
https://openalex.org/A5009198544,https://openalex.org/A5070096265,1
https://openalex.org/A5009231616,https://openalex.org/A5057499439,1
https://openalex.org/A5009233404,https://openalex.org/A5021859036,6
https://openalex.org/A5009242834,https://openalex.org/A5055136164,1
https://openalex.org/A5009247822,https://openalex.org/A5081472842,3
https://openalex.org/A5009247822,https://openalex.org/A5085904316,3
https://openalex.org/A5009247822,https://openalex.org/A5090089352,3
https://openalex.org/A5009270442,https://openalex.org/A5032047875,1
https://openalex.org/A5009270867,https://openalex.org/A5011514570,1
https://openalex.org/A5009271433,https://openalex.org/A5011052531,1
https://openalex.org/A5009271433,https://openalex.org/A5012252081,1
https://openalex.org/A5009271433,https://openalex.org/A5015753486,1
https://openalex.org/A5009271433,https://openalex.org/A5025097753,1
https://openalex.org/A5009271433,https://openalex.org/A5026209912,1
https://openalex.org/A5009271433,https://openalex.org/A5030470318,1
https://openalex.org/A5009271433,https://openalex.org/A5039984674,1
https://openalex.org/A5009271433,https://openalex.org/A5041343864,1
https://openalex.org/A5009271433,https://openalex.org/A5068703473,2
https://openalex.org/A5009271433,https://openalex.org/A5069016850,1
https://openalex.org/A5009271433,https://openalex.org/A5074297319,1
https://openalex.org/A5009271433,https://openalex.org/A5082682074,1
https://openalex.org/A5009271433,https://openalex.org/A5084603934,1
https://openalex.org/A5009271433,https://openalex.org/A5088759455,3
https://openalex.org/A5009271433,https://openalex.org/A5099518273,1
https://openalex.org/A5009271433,https://openalex.org/A5108047341,1
https://openalex.org/A5009271433,https://openalex.org/A5121984077,1
https://openalex.org/A5009271433,https://openalex.org/A5121997164,1
https://openalex.org/A5009271433,https://openalex.org/A5130735194,1
https://openalex.org/A5009277064,https://openalex.org/A5070576640,1
https://openalex.org/A5009293674,https://openalex.org/A5083749002,1
https://openalex.org/A5009304576,https://openalex.org/A5035995709,1
https://openalex.org/A5009304576,https://openalex.org/A5052375622,2
https://openalex.org/A5009304576,https://openalex.org/A5056543059,4
https://openalex.org/A5009304576,https://openalex.org/A5057740662,4
https://openalex.org/A5009304576,https://openalex.org/A5063183726,8
https://openalex.org/A5009304576,https://openalex.org/A5079504972,1
https://openalex.org/A5009304576,https://openalex.org/A5087134151,1
https://openalex.org/A5009304576,https://openalex.org/A5114341028,1
https://openalex.org/A5009307638,https://openalex.org/A5055136164,4
https://openalex.org/A5009307781,https://openalex.org/A5037686662,1
https://openalex.org/A5009307781,https://openalex.org/A5056757265,1
https://openalex.org/A5009314396,https://openalex.org/A5019208072,1
https://openalex.org/A5009314396,https://openalex.org/A5072718578,1
https://openalex.org/A5009314396,https://openalex.org/A5077658163,1
https://openalex.org/A5009314396,https://openalex.org/A5081563674,1
https://openalex.org/A5009314396,https://openalex.org/A5083867301,7
https://openalex.org/A5009314396,https://openalex.org/A5084689376,1
https://openalex.org/A5009318357,https://openalex.org/A5042020689,1
https://openalex.org/A5009356786,https://openalex.org/A5034220197,1
https://openalex.org/A5009357372,https://openalex.org/A5074523834,3
https://openalex.org/A5009357372,https://openalex.org/A5090233569,1
https://openalex.org/A5009361281,https://openalex.org/A5059593166,1
https://openalex.org/A5009375184,https://openalex.org/A5026902256,1
https://openalex.org/A5009378414,https://openalex.org/A5009688692,2
https://openalex.org/A5009378414,https://openalex.org/A5011835090,3
https://openalex.org/A5009378414,https://openalex.org/A5014345605,4
https://openalex.org/A5009378414,https://openalex.org/A5017080413,1
https://openalex.org/A5009378414,https://openalex.org/A5017968935,2
https://openalex.org/A5009378414,https://openalex.org/A5020591922,3
https://openalex.org/A5009378414,https://openalex.org/A5020737705,1
https://openalex.org/A5009378414,https://openalex.org/A5022124067,2
https://openalex.org/A5009378414,https://openalex.org/A5022569744,4
https://openalex.org/A5009378414,https://openalex.org/A5023775419,1
https://openalex.org/A5009378414,https://openalex.org/A5024207856,50
https://openalex.org/A5009378414,https://openalex.org/A5025225158,1
https://openalex.org/A5009378414,https://openalex.org/A5026357384,1
https://openalex.org/A5009378414,https://openalex.org/A5027800361,1
https://openalex.org/A5009378414,https://openalex.org/A5029023297,1
https://openalex.org/A5009378414,https://openalex.org/A5030182037,1
https://openalex.org/A5009378414,https://openalex.org/A5031479345,1
https://openalex.org/A5009378414,https://openalex.org/A5033084911,1
https://openalex.org/A5009378414,https://openalex.org/A5033701089,1
https://openalex.org/A5009378414,https://openalex.org/A5033920063,1
https://openalex.org/A5009378414,https://openalex.org/A5034902174,1
https://openalex.org/A5009378414,https://openalex.org/A5039984674,2
https://openalex.org/A5009378414,https://openalex.org/A5040090348,44
https://openalex.org/A5009378414,https://openalex.org/A5041707317,1
https://openalex.org/A5009378414,https://openalex.org/A5042224690,1
https://openalex.org/A5009378414,https://openalex.org/A5042423576,2
https://openalex.org/A5009378414,https://openalex.org/A5042793443,2
https://openalex.org/A5009378414,https://openalex.org/A5044546653,2
https://openalex.org/A5009378414,https://openalex.org/A5046899662,1
https://openalex.org/A5009378414,https://openalex.org/A5048422100,1
https://openalex.org/A5009378414,https://openalex.org/A5048656743,1
https://openalex.org/A5009378414,https://openalex.org/A5049313911,1
https://openalex.org/A5009378414,https://openalex.org/A5049901308,8
https://openalex.org/A5009378414,https://openalex.org/A5050100723,4
https://openalex.org/A5009378414,https://openalex.org/A5050100990,1
https://openalex.org/A5009378414,https://openalex.org/A5050792751,1
https://openalex.org/A5009378414,https://openalex.org/A5054722699,3
https://openalex.org/A5009378414,https://openalex.org/A5055667689,1
https://openalex.org/A5009378414,https://openalex.org/A5056490191,9
https://openalex.org/A5009378414,https://openalex.org/A5057207126,1
https://openalex.org/A5009378414,https://openalex.org/A5059698621,1
https://openalex.org/A5009378414,https://openalex.org/A5060315553,1
https://openalex.org/A5009378414,https://openalex.org/A5061589813,12
https://openalex.org/A5009378414,https://openalex.org/A5064427106,1
https://openalex.org/A5009378414,https://openalex.org/A5065236068,1
https://openalex.org/A5009378414,https://openalex.org/A5065856015,1
https://openalex.org/A5009378414,https://openalex.org/A5066085377,4
https://openalex.org/A5009378414,https://openalex.org/A5067662879,2
https://openalex.org/A5009378414,https://openalex.org/A5069454040,1
https://openalex.org/A5009378414,https://openalex.org/A5073908447,1
https://openalex.org/A5009378414,https://openalex.org/A5074159066,1
https://openalex.org/A5009378414,https://openalex.org/A5074523834,31
https://openalex.org/A5009378414,https://openalex.org/A5077740203,1
https://openalex.org/A5009378414,https://openalex.org/A5081447933,2
https://openalex.org/A5009378414,https://openalex.org/A5082306240,1
https://openalex.org/A5009378414,https://openalex.org/A5082582960,2
https://openalex.org/A5009378414,https://openalex.org/A5083916388,1
https://openalex.org/A5009378414,https://openalex.org/A5084144832,1
https://openalex.org/A5009378414,https://openalex.org/A5084380466,2
https://openalex.org/A5009378414,https://openalex.org/A5086425274,1
https://openalex.org/A5009378414,https://openalex.org/A5088214537,3
https://openalex.org/A5009378414,https://openalex.org/A5088860352,1
https://openalex.org/A5009378414,https://openalex.org/A5089410199,1
https://openalex.org/A5009378414,https://openalex.org/A5089625269,2
https://openalex.org/A5009378414,https://openalex.org/A5091444362,2
https://openalex.org/A5009378414,https://openalex.org/A5101447349,1
https://openalex.org/A5009378414,https://openalex.org/A5107666026,3
https://openalex.org/A5009378414,https://openalex.org/A5108359427,1
https://openalex.org/A5009378414,https://openalex.org/A5109354079,1
https://openalex.org/A5009378414,https://openalex.org/A5109596319,1
https://openalex.org/A5009378414,https://openalex.org/A5111466380,1
https://openalex.org/A5009378414,https://openalex.org/A5112889011,1
https://openalex.org/A5009378414,https://openalex.org/A5113762478,1
https://openalex.org/A5009378414,https://openalex.org/A5114686720,1
https://openalex.org/A5009378414,https://openalex.org/A5133366751,1
https://openalex.org/A5009381070,https://openalex.org/A5017070147,1
https://openalex.org/A5009382364,https://openalex.org/A5054233433,2
https://openalex.org/A5009383578,https://openalex.org/A5082495175,1
https://openalex.org/A5009389293,https://openalex.org/A5059159027,1
https://openalex.org/A5009389293,https://openalex.org/A5087222856,1
https://openalex.org/A5009394078,https://openalex.org/A5076996603,1
https://openalex.org/A5009396036,https://openalex.org/A5085674548,1
https://openalex.org/A5009405846,https://openalex.org/A5040485583,1
https://openalex.org/A5009417072,https://openalex.org/A5077469072,1
https://openalex.org/A5009434525,https://openalex.org/A5024147351,1
https://openalex.org/A5009438339,https://openalex.org/A5010427089,1
https://openalex.org/A5009438339,https://openalex.org/A5013578166,1
https://openalex.org/A5009438339,https://openalex.org/A5013871489,1
https://openalex.org/A5009438339,https://openalex.org/A5016987630,1
https://openalex.org/A5009438339,https://openalex.org/A5018462165,1
https://openalex.org/A5009438339,https://openalex.org/A5020904900,1
https://openalex.org/A5009438339,https://openalex.org/A5020952746,1
https://openalex.org/A5009438339,https://openalex.org/A5023217554,1
https://openalex.org/A5009438339,https://openalex.org/A5024884355,5
https://openalex.org/A5009438339,https://openalex.org/A5028607162,1
https://openalex.org/A5009438339,https://openalex.org/A5028843362,1
https://openalex.org/A5009438339,https://openalex.org/A5029815547,1
https://openalex.org/A5009438339,https://openalex.org/A5030280276,2
https://openalex.org/A5009438339,https://openalex.org/A5030430978,1
https://openalex.org/A5009438339,https://openalex.org/A5031100038,1
https://openalex.org/A5009438339,https://openalex.org/A5032814466,1
https://openalex.org/A5009438339,https://openalex.org/A5033309872,1
https://openalex.org/A5009438339,https://openalex.org/A5036474234,1
https://openalex.org/A5009438339,https://openalex.org/A5036486316,1
https://openalex.org/A5009438339,https://openalex.org/A5037686662,6
https://openalex.org/A5009438339,https://openalex.org/A5038583796,1
https://openalex.org/A5009438339,https://openalex.org/A5039051939,1
https://openalex.org/A5009438339,https://openalex.org/A5042039058,1
https://openalex.org/A5009438339,https://openalex.org/A5049113921,4
https://openalex.org/A5009438339,https://openalex.org/A5051592314,1
https://openalex.org/A5009438339,https://openalex.org/A5052362461,1
https://openalex.org/A5009438339,https://openalex.org/A5054973965,1
https://openalex.org/A5009438339,https://openalex.org/A5056821560,1
https://openalex.org/A5009438339,https://openalex.org/A5059609001,1
https://openalex.org/A5009438339,https://openalex.org/A5059910313,1
https://openalex.org/A5009438339,https://openalex.org/A5060215303,1
https://openalex.org/A5009438339,https://openalex.org/A5060484216,2
https://openalex.org/A5009438339,https://openalex.org/A5062076567,1
https://openalex.org/A5009438339,https://openalex.org/A5063587817,1
https://openalex.org/A5009438339,https://openalex.org/A5064948450,1
https://openalex.org/A5009438339,https://openalex.org/A5066706229,1
https://openalex.org/A5009438339,https://openalex.org/A5069453368,1
https://openalex.org/A5009438339,https://openalex.org/A5071212879,2
https://openalex.org/A5009438339,https://openalex.org/A5075850876,1
https://openalex.org/A5009438339,https://openalex.org/A5076042550,1
https://openalex.org/A5009438339,https://openalex.org/A5077323678,1
https://openalex.org/A5009438339,https://openalex.org/A5077470111,1
https://openalex.org/A5009438339,https://openalex.org/A5079456041,2
https://openalex.org/A5009438339,https://openalex.org/A5079922052,2
https://openalex.org/A5009438339,https://openalex.org/A5080282405,1
https://openalex.org/A5009438339,https://openalex.org/A5087449471,1
https://openalex.org/A5009438339,https://openalex.org/A5087618737,1
https://openalex.org/A5009438339,https://openalex.org/A5088084812,1
https://openalex.org/A5009438339,https://openalex.org/A5088845966,2
https://openalex.org/A5009438339,https://openalex.org/A5090550877,1
https://openalex.org/A5009438339,https://openalex.org/A5092623581,3
https://openalex.org/A5009438339,https://openalex.org/A5101610816,1
https://openalex.org/A5009438339,https://openalex.org/A5105522250,1
https://openalex.org/A5009438339,https://openalex.org/A5111369078,1
https://openalex.org/A5009438339,https://openalex.org/A5111490739,1
https://openalex.org/A5009438339,https://openalex.org/A5112007501,1
https://openalex.org/A5009438339,https://openalex.org/A5114103431,2
https://openalex.org/A5009438339,https://openalex.org/A5136649329,1
https://openalex.org/A5009439121,https://openalex.org/A5085609564,1
https://openalex.org/A5009454407,https://openalex.org/A5042193765,1
https://openalex.org/A5009454407,https://openalex.org/A5061490527,1
https://openalex.org/A5009461188,https://openalex.org/A5024731950,23
https://openalex.org/A5009461188,https://openalex.org/A5068916511,65
https://openalex.org/A5009470486,https://openalex.org/A5082495175,1
https://openalex.org/A5009471481,https://openalex.org/A5081472842,1
https://openalex.org/A5009471481,https://openalex.org/A5090089352,1
https://openalex.org/A5009472415,https://openalex.org/A5048856760,1
https://openalex.org/A5009472415,https://openalex.org/A5068379221,1
https://openalex.org/A5009472428,https://openalex.org/A5074805842,1
https://openalex.org/A5009475211,https://openalex.org/A5061305146,1
https://openalex.org/A5009476014,https://openalex.org/A5057499439,1
https://openalex.org/A5009477089,https://openalex.org/A5045691308,2
https://openalex.org/A5009499207,https://openalex.org/A5010840121,3
https://openalex.org/A5009499207,https://openalex.org/A5014492331,1
https://openalex.org/A5009499207,https://openalex.org/A5032113341,3
https://openalex.org/A5009499207,https://openalex.org/A5037686662,6
https://openalex.org/A5009499207,https://openalex.org/A5057118901,1
https://openalex.org/A5009504113,https://openalex.org/A5044890001,1
https://openalex.org/A5009509854,https://openalex.org/A5017067547,1
https://openalex.org/A5009520342,https://openalex.org/A5021859036,7
https://openalex.org/A5009537447,https://openalex.org/A5082495175,2
https://openalex.org/A5009550012,https://openalex.org/A5059405170,1
https://openalex.org/A5009550120,https://openalex.org/A5059289094,4
https://openalex.org/A5009561056,https://openalex.org/A5063866024,3
https://openalex.org/A5009574857,https://openalex.org/A5040445852,1
https://openalex.org/A5009577957,https://openalex.org/A5015784754,1
https://openalex.org/A5009577957,https://openalex.org/A5087061743,1
https://openalex.org/A5009578901,https://openalex.org/A5077469072,1
https://openalex.org/A5009578901,https://openalex.org/A5085674548,1
https://openalex.org/A5009582293,https://openalex.org/A5070576640,1
https://openalex.org/A5009586396,https://openalex.org/A5034174412,3
https://openalex.org/A5009609903,https://openalex.org/A5069332231,3
https://openalex.org/A5009619691,https://openalex.org/A5050526197,1
https://openalex.org/A5009623036,https://openalex.org/A5013707231,1
https://openalex.org/A5009623036,https://openalex.org/A5032548258,1
https://openalex.org/A5009624476,https://openalex.org/A5082495175,1
https://openalex.org/A5009633285,https://openalex.org/A5056543059,1
https://openalex.org/A5009646371,https://openalex.org/A5026832417,6
https://openalex.org/A5009649088,https://openalex.org/A5073755365,2
https://openalex.org/A5009669250,https://openalex.org/A5054641245,2
https://openalex.org/A5009684306,https://openalex.org/A5084380466,1
https://openalex.org/A5009686926,https://openalex.org/A5082495175,1
https://openalex.org/A5009688692,https://openalex.org/A5040090348,2
https://openalex.org/A5009688692,https://openalex.org/A5074523834,2
https://openalex.org/A5009705729,https://openalex.org/A5040445852,1
https://openalex.org/A5009709819,https://openalex.org/A5064484724,1
https://openalex.org/A5009709819,https://openalex.org/A5081554607,1
https://openalex.org/A5009718609,https://openalex.org/A5070096265,1
https://openalex.org/A5009723360,https://openalex.org/A5083916388,2
https://openalex.org/A5009724163,https://openalex.org/A5071054435,1
https://openalex.org/A5009728294,https://openalex.org/A5059593166,1
https://openalex.org/A5009729504,https://openalex.org/A5085904316,1
https://openalex.org/A5009738609,https://openalex.org/A5042193765,1
https://openalex.org/A5009744155,https://openalex.org/A5054641245,1
https://openalex.org/A5009744155,https://openalex.org/A5078970572,1
https://openalex.org/A5009753974,https://openalex.org/A5013890933,1
https://openalex.org/A5009774154,https://openalex.org/A5011718396,3
https://openalex.org/A5009774154,https://openalex.org/A5012075130,2
https://openalex.org/A5009774154,https://openalex.org/A5018070647,2
https://openalex.org/A5009774154,https://openalex.org/A5019112106,1
https://openalex.org/A5009774154,https://openalex.org/A5023770965,1
https://openalex.org/A5009774154,https://openalex.org/A5028940559,1
https://openalex.org/A5009774154,https://openalex.org/A5031282961,32
https://openalex.org/A5009774154,https://openalex.org/A5032544535,4
https://openalex.org/A5009774154,https://openalex.org/A5034207564,3
https://openalex.org/A5009774154,https://openalex.org/A5036728250,1
https://openalex.org/A5009774154,https://openalex.org/A5039008182,1
https://openalex.org/A5009774154,https://openalex.org/A5042193765,2
https://openalex.org/A5009774154,https://openalex.org/A5043469448,4
https://openalex.org/A5009774154,https://openalex.org/A5044796943,1
https://openalex.org/A5009774154,https://openalex.org/A5047383024,1
https://openalex.org/A5009774154,https://openalex.org/A5049165223,1
https://openalex.org/A5009774154,https://openalex.org/A5050415640,31
https://openalex.org/A5009774154,https://openalex.org/A5054514099,2
https://openalex.org/A5009774154,https://openalex.org/A5057669560,1
https://openalex.org/A5009774154,https://openalex.org/A5070487127,3
https://openalex.org/A5009774154,https://openalex.org/A5074298941,2
https://openalex.org/A5009774154,https://openalex.org/A5078226367,2
https://openalex.org/A5009774154,https://openalex.org/A5079854089,1
https://openalex.org/A5009774154,https://openalex.org/A5082731892,1
https://openalex.org/A5009774154,https://openalex.org/A5090112566,1
https://openalex.org/A5009774154,https://openalex.org/A5090646325,2
https://openalex.org/A5009774154,https://openalex.org/A5091588648,1
https://openalex.org/A5009774154,https://openalex.org/A5091728437,22
https://openalex.org/A5009774154,https://openalex.org/A5110202262,1
https://openalex.org/A5009774154,https://openalex.org/A5111382023,1
https://openalex.org/A5009774154,https://openalex.org/A5111556361,3
https://openalex.org/A5009774154,https://openalex.org/A5111820717,8
https://openalex.org/A5009774967,https://openalex.org/A5016926961,3
https://openalex.org/A5009825563,https://openalex.org/A5037686662,5
https://openalex.org/A5009826093,https://openalex.org/A5030371142,9
https://openalex.org/A5009826093,https://openalex.org/A5030392494,9
https://openalex.org/A5009841246,https://openalex.org/A5073755365,1
https://openalex.org/A5009848911,https://openalex.org/A5082495175,1
https://openalex.org/A5009868969,https://openalex.org/A5010906410,1
https://openalex.org/A5009868969,https://openalex.org/A5011712783,1
https://openalex.org/A5009868969,https://openalex.org/A5032713702,3
https://openalex.org/A5009868969,https://openalex.org/A5045691308,1
https://openalex.org/A5009868969,https://openalex.org/A5048243582,6
https://openalex.org/A5009868969,https://openalex.org/A5050415640,1
https://openalex.org/A5009868969,https://openalex.org/A5052718519,2
https://openalex.org/A5009868969,https://openalex.org/A5054233433,1
https://openalex.org/A5009868969,https://openalex.org/A5076996603,1
https://openalex.org/A5009868969,https://openalex.org/A5085904316,1
https://openalex.org/A5009868969,https://openalex.org/A5087222856,1
https://openalex.org/A5009868969,https://openalex.org/A5089712003,1
https://openalex.org/A5009868969,https://openalex.org/A5091909614,3
https://openalex.org/A5009875398,https://openalex.org/A5015953478,1
https://openalex.org/A5009881307,https://openalex.org/A5013707231,1
https://openalex.org/A5009881307,https://openalex.org/A5026134805,1
https://openalex.org/A5009881307,https://openalex.org/A5055952920,1
https://openalex.org/A5009881307,https://openalex.org/A5060606482,1
https://openalex.org/A5009881307,https://openalex.org/A5063075262,1
https://openalex.org/A5009881307,https://openalex.org/A5077475519,6
https://openalex.org/A5009881307,https://openalex.org/A5081472842,1
https://openalex.org/A5009881307,https://openalex.org/A5083128368,1
https://openalex.org/A5009881307,https://openalex.org/A5090089352,1
https://openalex.org/A5009884848,https://openalex.org/A5016015164,1
https://openalex.org/A5009887999,https://openalex.org/A5082495175,2
https://openalex.org/A5009904954,https://openalex.org/A5044426033,1
https://openalex.org/A5009908756,https://openalex.org/A5091909614,1
https://openalex.org/A5009914922,https://openalex.org/A5016901543,1
https://openalex.org/A5009915235,https://openalex.org/A5081472842,1
https://openalex.org/A5009915235,https://openalex.org/A5090089352,1
https://openalex.org/A5009925538,https://openalex.org/A5083749002,3
https://openalex.org/A5009938373,https://openalex.org/A5010833413,4
https://openalex.org/A5009938373,https://openalex.org/A5063921183,2
https://openalex.org/A5009942150,https://openalex.org/A5091909614,1
https://openalex.org/A5009950725,https://openalex.org/A5020216693,2
https://openalex.org/A5009953604,https://openalex.org/A5015170208,1
https://openalex.org/A5009961923,https://openalex.org/A5024731950,3
https://openalex.org/A5009961923,https://openalex.org/A5068916511,2
https://openalex.org/A5009967175,https://openalex.org/A5090233569,1
https://openalex.org/A5009970293,https://openalex.org/A5014330978,1
https://openalex.org/A5009978542,https://openalex.org/A5048243582,1
https://openalex.org/A5009989026,https://openalex.org/A5070576640,1
https://openalex.org/A5009992038,https://openalex.org/A5010036492,1
https://openalex.org/A5009992038,https://openalex.org/A5017067547,1
https://openalex.org/A5010008319,https://openalex.org/A5059593166,1
https://openalex.org/A5010012382,https://openalex.org/A5082731892,1
https://openalex.org/A5010031204,https://openalex.org/A5030371142,1
https://openalex.org/A5010031204,https://openalex.org/A5030392494,1
https://openalex.org/A5010033005,https://openalex.org/A5010906410,1
https://openalex.org/A5010036492,https://openalex.org/A5010645775,4
https://openalex.org/A5010036492,https://openalex.org/A5010930640,1
https://openalex.org/A5010036492,https://openalex.org/A5011182172,1
https://openalex.org/A5010036492,https://openalex.org/A5011526523,1
https://openalex.org/A5010036492,https://openalex.org/A5011580581,3
https://openalex.org/A5010036492,https://openalex.org/A5011958783,2
https://openalex.org/A5010036492,https://openalex.org/A5012341688,1
https://openalex.org/A5010036492,https://openalex.org/A5013256353,1
https://openalex.org/A5010036492,https://openalex.org/A5014148644,2
https://openalex.org/A5010036492,https://openalex.org/A5015154142,1
https://openalex.org/A5010036492,https://openalex.org/A5015342352,1
https://openalex.org/A5010036492,https://openalex.org/A5015377008,1
https://openalex.org/A5010036492,https://openalex.org/A5015791582,1
https://openalex.org/A5010036492,https://openalex.org/A5015803770,1
https://openalex.org/A5010036492,https://openalex.org/A5016036898,1
https://openalex.org/A5010036492,https://openalex.org/A5017038930,1
https://openalex.org/A5010036492,https://openalex.org/A5017067547,25
https://openalex.org/A5010036492,https://openalex.org/A5017104357,2
https://openalex.org/A5010036492,https://openalex.org/A5017904125,1
https://openalex.org/A5010036492,https://openalex.org/A5019010244,1
https://openalex.org/A5010036492,https://openalex.org/A5020689651,1
https://openalex.org/A5010036492,https://openalex.org/A5021905806,1
https://openalex.org/A5010036492,https://openalex.org/A5021935283,1
https://openalex.org/A5010036492,https://openalex.org/A5023156359,5
https://openalex.org/A5010036492,https://openalex.org/A5023227957,1
https://openalex.org/A5010036492,https://openalex.org/A5023787476,1
https://openalex.org/A5010036492,https://openalex.org/A5023794099,1
https://openalex.org/A5010036492,https://openalex.org/A5024857095,2
https://openalex.org/A5010036492,https://openalex.org/A5024950729,1
https://openalex.org/A5010036492,https://openalex.org/A5026260252,1
https://openalex.org/A5010036492,https://openalex.org/A5026984796,1
https://openalex.org/A5010036492,https://openalex.org/A5028416195,1
https://openalex.org/A5010036492,https://openalex.org/A5028879539,1
https://openalex.org/A5010036492,https://openalex.org/A5029746491,1
https://openalex.org/A5010036492,https://openalex.org/A5029760342,3
https://openalex.org/A5010036492,https://openalex.org/A5030184375,2
https://openalex.org/A5010036492,https://openalex.org/A5031036571,1
https://openalex.org/A5010036492,https://openalex.org/A5033535643,1
https://openalex.org/A5010036492,https://openalex.org/A5034361807,1
https://openalex.org/A5010036492,https://openalex.org/A5034449995,1
https://openalex.org/A5010036492,https://openalex.org/A5034571256,1
https://openalex.org/A5010036492,https://openalex.org/A5035108180,1
https://openalex.org/A5010036492,https://openalex.org/A5035275812,2
https://openalex.org/A5010036492,https://openalex.org/A5035370688,1
https://openalex.org/A5010036492,https://openalex.org/A5035536315,1
https://openalex.org/A5010036492,https://openalex.org/A5038480700,2
https://openalex.org/A5010036492,https://openalex.org/A5039205735,1
https://openalex.org/A5010036492,https://openalex.org/A5040383692,1
https://openalex.org/A5010036492,https://openalex.org/A5041537661,1
https://openalex.org/A5010036492,https://openalex.org/A5043136416,1
https://openalex.org/A5010036492,https://openalex.org/A5043261503,1
https://openalex.org/A5010036492,https://openalex.org/A5045491347,1
https://openalex.org/A5010036492,https://openalex.org/A5045992462,1
https://openalex.org/A5010036492,https://openalex.org/A5046082486,1
https://openalex.org/A5010036492,https://openalex.org/A5046994092,1
https://openalex.org/A5010036492,https://openalex.org/A5047388413,1
https://openalex.org/A5010036492,https://openalex.org/A5047799398,7
https://openalex.org/A5010036492,https://openalex.org/A5048658331,5
https://openalex.org/A5010036492,https://openalex.org/A5049671773,1
https://openalex.org/A5010036492,https://openalex.org/A5049912138,1
https://openalex.org/A5010036492,https://openalex.org/A5050594736,1
https://openalex.org/A5010036492,https://openalex.org/A5051012048,1
https://openalex.org/A5010036492,https://openalex.org/A5052721643,1
https://openalex.org/A5010036492,https://openalex.org/A5052775724,1
https://openalex.org/A5010036492,https://openalex.org/A5052901017,1
https://openalex.org/A5010036492,https://openalex.org/A5053045824,1
https://openalex.org/A5010036492,https://openalex.org/A5053101174,1
https://openalex.org/A5010036492,https://openalex.org/A5053118097,7
https://openalex.org/A5010036492,https://openalex.org/A5053768947,2
https://openalex.org/A5010036492,https://openalex.org/A5054644879,1
