profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Katarzyna Maria Przygocka-Cyna,dr hab.,,,,0000-0002-1910-8682,,25e66551-ae8a-43dd-b8da-b0e8caec31df,rolnictwo i ogrodnictwo,,,27.599999999999998,,920.0,10,2b1f9c2e-8766-46d6-b326-1473568187da,https://sciencerep.up.poznan.pl/entities/person/2b1f9c2e-8766-46d6-b326-1473568187da,
Włodzimierz Krzesiński,dr hab.,,,,0000-0002-2662-0115,,aae47679-a794-4848-bcc4-9e02e0814da5,rolnictwo i ogrodnictwo,,,27.6,,930.0,13,647f0060-b4a4-47cb-a029-6d7b162f286b,https://sciencerep.up.poznan.pl/entities/person/647f0060-b4a4-47cb-a029-6d7b162f286b,
Sylwia Katarzyna Mikołajczyk,dr,,Katedra Genetyki i Hodowli Roślin,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0003-2480-855X,,97ca3e33-da42-4912-ac8c-02b0129c6afa,rolnictwo i ogrodnictwo,,,19.4,,550.0,11,07a12041-d6ed-46a8-8dc3-df09345a7119,https://sciencerep.up.poznan.pl/entities/person/07a12041-d6ed-46a8-8dc3-df09345a7119,
Malwina Marta Mrowińska,mgr,,,,0000-0002-7183-5174,,95f404e7-2975-4e31-89e7-854e034b5e9b,rolnictwo i ogrodnictwo,,,,,,0,6ffdb947-62d1-4292-a6f2-829f46486104,https://sciencerep.up.poznan.pl/entities/person/6ffdb947-62d1-4292-a6f2-829f46486104,
Matej Oreskovic,,,,,,,0294e6fc-d9f9-435f-b5f8-9d560653e135,rolnictwo i ogrodnictwo,,,3.4,,100.0,3,73bc3866-cccd-4e3b-ac46-f2b939485242,https://sciencerep.up.poznan.pl/entities/person/73bc3866-cccd-4e3b-ac46-f2b939485242,
Karolina Maria Jarzyniak,dr,,,,0000-0002-9535-7306,,2799bd31-b4da-454d-8e30-fa064b58b855,"rolnictwo i ogrodnictwo, biotechnologia",,,19.3,,580.0,7,bfa5ef69-3b47-4c53-a56b-3aff82a20b9d,https://sciencerep.up.poznan.pl/entities/person/bfa5ef69-3b47-4c53-a56b-3aff82a20b9d,
Sofia Jadwiga Celewicz,dr,,Katedra Botaniki,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0003-2033-2777,,1dc0a1ad-72c7-49b5-91d2-8b55439e7748,"nauki biologiczne, rolnictwo i ogrodnictwo",,,20.5,,725.0,9,83d21b81-96cd-49a0-9de4-1f4ab73fe488,https://sciencerep.up.poznan.pl/entities/person/83d21b81-96cd-49a0-9de4-1f4ab73fe488,
Przemysław Barłóg,prof. dr hab.,,,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0001-8142-9703,,7dea12d2-05a9-4b2c-85be-255f919f534e,rolnictwo i ogrodnictwo,,,34.8,,850.0,13,15509ece-6631-4053-89e1-30b6617c93ef,https://sciencerep.up.poznan.pl/entities/person/15509ece-6631-4053-89e1-30b6617c93ef,
Piotr Goliński,prof. dr hab.,,,,0000-0003-2696-0096,,edf2f585-e4ee-4021-bae2-348b23fa7724,rolnictwo i ogrodnictwo,,,40.6,,1510.0,23,57615524-a372-44e4-a940-1ce4e951d7f6,https://sciencerep.up.poznan.pl/entities/person/57615524-a372-44e4-a940-1ce4e951d7f6,
Barbara Gawrońska,dr hab.,,,,,,a23c720e-0abd-4806-aec7-c85fa50b435e,"rolnictwo i ogrodnictwo, nauki medyczne, biotechnologia",,,4.9,,200.0,2,d4a0f550-1fb1-43cc-b511-5237b2b13f61,https://sciencerep.up.poznan.pl/entities/person/d4a0f550-1fb1-43cc-b511-5237b2b13f61,
Dorota Szopińska,dr hab.,,,,0000-0002-1113-419X,,34507b67-7db1-448d-802c-d809bd44df1b,rolnictwo i ogrodnictwo,,,11.799999999999999,,380.0,6,976bd402-902c-4fdf-bda9-b07db7d7dd1d,https://sciencerep.up.poznan.pl/entities/person/976bd402-902c-4fdf-bda9-b07db7d7dd1d,
Łukasz Sobiech,dr hab.,,Kateda Agonomii,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-2584-9911,,6cf9297e-8fc4-41dd-a0c6-b7fc42612c84,rolnictwo i ogrodnictwo,,,69.3,,2560.0,42,059a7097-c104-45fb-9494-ddc2ec07112a,https://sciencerep.up.poznan.pl/entities/person/059a7097-c104-45fb-9494-ddc2ec07112a,
Renata Anna Nowińska,dr,,,,0000-0002-8947-9534,,445af473-5245-4b2d-9acf-f913efad4849,"nauki biologiczne, rolnictwo i ogrodnictwo",,,2.9,,370.0,8,9485ae27-4c24-466f-b4fa-3b512305ec5e,https://sciencerep.up.poznan.pl/entities/person/9485ae27-4c24-466f-b4fa-3b512305ec5e,
Miłosz Walerzak,dr,,,,0000-0001-8089-0354,,bebc89f1-49a5-46ba-9d46-e213c16fbe26,"rolnictwo i ogrodnictwo, architektura i urbanistyka",,,2.5,,100.0,1,2c390f9f-2f46-4b48-a937-ebc02ac3b138,https://sciencerep.up.poznan.pl/entities/person/2c390f9f-2f46-4b48-a937-ebc02ac3b138,
Maciej Tomasz Bosiacki,dr hab.,,,,0000-0001-9981-2065,,00e44d57-9ec6-49cc-b203-06579ebf5cba,rolnictwo i ogrodnictwo,,,20.0,,850.0,10,bf61569f-c30d-4e71-b056-7d866f105a45,https://sciencerep.up.poznan.pl/entities/person/bf61569f-c30d-4e71-b056-7d866f105a45,
Anna Wyrzykowska,dr,,,,,,b26baf7a-9777-4514-8a76-2e105734e251,"biotechnologia, rolnictwo i ogrodnictwo",,,,,,0,b7ea2ed9-f6fd-4528-ab82-1ab313ac12b1,https://sciencerep.up.poznan.pl/entities/person/b7ea2ed9-f6fd-4528-ab82-1ab313ac12b1,
Krzysztof Sobieralski,prof. dr hab.,,,,0000-0003-4513-9404,,ffdd1c6f-e29e-425d-b472-d1e8fc16cfb0,rolnictwo i ogrodnictwo,,,4.3,,100.0,2,59e54703-0824-4bb9-8991-cf010ca26c44,https://sciencerep.up.poznan.pl/entities/person/59e54703-0824-4bb9-8991-cf010ca26c44,
Hubert Waligóra,prof. dr hab.,,,,0000-0002-4688-963X,,a11dff75-fdc9-4ad7-9d2c-67b742fad5d2,rolnictwo i ogrodnictwo,,,31.5,,980.0,15,976067bb-648e-45be-b686-089a29ac0b5e,https://sciencerep.up.poznan.pl/entities/person/976067bb-648e-45be-b686-089a29ac0b5e,
Augustyn Markiewicz,prof. dr hab.,,,,0000-0001-5473-3419,,fff536fd-475b-4bcf-9aef-2bc46e3ebeba,"matematyka, rolnictwo i ogrodnictwo",,,7.0,,455.0,12,e9e0b41e-e4f0-4842-94d4-95738eaea207,https://sciencerep.up.poznan.pl/entities/person/e9e0b41e-e4f0-4842-94d4-95738eaea207,
Piotr Kazimierz Czuchaj,dr,,,,0000-0002-5611-6024,,68360731-97cc-486d-95c1-34294991257a,rolnictwo i ogrodnictwo,,,6.300000000000001,,280.0,3,ad4e8fdd-3912-49b2-bbde-c76994098d26,https://sciencerep.up.poznan.pl/entities/person/ad4e8fdd-3912-49b2-bbde-c76994098d26,
Anita Schroeter-Zakrzewska,dr hab.,,,,0000-0002-2023-2146,,283ebb88-9273-49b3-b2cc-b241f64d0a66,rolnictwo i ogrodnictwo,,,7.0,,270.0,8,5b3ef588-7349-42e4-8849-a576ec7e814e,https://sciencerep.up.poznan.pl/entities/person/5b3ef588-7349-42e4-8849-a576ec7e814e,
Joanna Króliczak,mgr inż.,,,,,,5d700979-cf47-4558-b54d-db7eb54296a0,rolnictwo i ogrodnictwo,,,,,,0,07954b13-b2df-48f8-837e-51c7252f76d7,https://sciencerep.up.poznan.pl/entities/person/07954b13-b2df-48f8-837e-51c7252f76d7,
Joanna Maria Suszyńska-Zajczyk,dr,,,,,,92e285f4-710b-402b-868a-7b9a373c668f,"nauki biologiczne, rolnictwo i ogrodnictwo, biotechnologia",,,41.6,,880.0,9,f22f1799-d4c9-4523-90d4-f2f2bc6eab63,https://sciencerep.up.poznan.pl/entities/person/f22f1799-d4c9-4523-90d4-f2f2bc6eab63,
Paula Dominika Michalak,dr,,,,,,f41c6656-a6af-414d-a23e-834880fab883,"rolnictwo i ogrodnictwo, nauki biologiczne",,,4.0,,100.0,1,8714207e-88e2-47c3-9972-4418cfeb1e51,https://sciencerep.up.poznan.pl/entities/person/8714207e-88e2-47c3-9972-4418cfeb1e51,
Wojciech Krzysztof Bielski,dr,,,,0000-0002-6174-2898,,625b47a6-d4b0-4426-8789-4f80faf4b394,rolnictwo i ogrodnictwo,,,15.2,,560.0,4,834653b4-c838-4485-840b-59a52aa12b59,https://sciencerep.up.poznan.pl/entities/person/834653b4-c838-4485-840b-59a52aa12b59,
Zofia Zydlik,dr hab.,,"Katedra Roślin Ozdobnych, Dendrologii i Sadownictwa","Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-1147-2973,,ec24a268-eaa3-42d7-99af-ec986e3e8792,rolnictwo i ogrodnictwo,,,35.699999999999996,,1140.0,22,c08fd574-d16e-4443-9d2d-56dc7f1f7615,https://sciencerep.up.poznan.pl/entities/person/c08fd574-d16e-4443-9d2d-56dc7f1f7615,
Gniewko Bolesław Niedbała,prof. dr hab.,,,,0000-0003-3721-6473,,3472283e-9a27-42e5-84e2-a25815257fba,"inżynieria mechaniczna, rolnictwo i ogrodnictwo",,,219.4,,5595.0,71,3fe42726-36c4-478a-818f-a10f72d4a6ef,https://sciencerep.up.poznan.pl/entities/person/3fe42726-36c4-478a-818f-a10f72d4a6ef,
Leszek Majchrzak,dr hab.,,,,0000-0002-1593-491X,,0d74113d-a651-439d-9054-62ec2fd19417,rolnictwo i ogrodnictwo,,,40.9,,1600.0,22,123545ec-e1d2-40df-89b5-e22180760ed2,https://sciencerep.up.poznan.pl/entities/person/123545ec-e1d2-40df-89b5-e22180760ed2,
Anna Jadwiga Gałecka-Drozda,dr,,,,0000-0002-1132-3230,,a87d97a8-6a50-4e15-848e-caaaa77ed3ef,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,18.766,,650.0,8,3fa256ed-4de2-408c-8390-209443665326,https://sciencerep.up.poznan.pl/entities/person/3fa256ed-4de2-408c-8390-209443665326,
Łukasz Marcin Wolko,dr hab.,,,,0000-0002-3626-4388,,49365952-0e8f-422d-9012-3d3f68d49afc,"rolnictwo i ogrodnictwo, biotechnologia",,,91.89999999999999,,2455.0,22,6eeeaac0-fbad-41dd-a73f-512626fd33cf,https://sciencerep.up.poznan.pl/entities/person/6eeeaac0-fbad-41dd-a73f-512626fd33cf,
Krzysztof Rutkowski,dr hab.,,,,0000-0003-2723-8898,,48b2f5ae-ae44-4ec5-965a-6cd757289f52,rolnictwo i ogrodnictwo,,,20.895,,880.0,9,9b886891-fcfa-4cef-a2d6-a82ae6d0901c,https://sciencerep.up.poznan.pl/entities/person/9b886891-fcfa-4cef-a2d6-a82ae6d0901c,
Barbara Szpakowska,prof. dr hab.,,,,0000-0001-5761-5717,,cefca534-59e2-462e-aba2-a2c089cf270c,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,15.553999999999998,,480.0,4,3062cd20-a8dc-4e20-9fb1-a7e551ffea90,https://sciencerep.up.poznan.pl/entities/person/3062cd20-a8dc-4e20-9fb1-a7e551ffea90,
Antoni Ryniecki,prof. dr hab.,,,,0000-0002-4709-4601,,14570435-e4f6-4e61-9d00-17a4151507bf,"technologia żywności i żywienia, rolnictwo i ogrodnictwo",,,2.7,,100.0,1,547fae8f-3c82-43d7-9832-0ba1dc522cf2,https://sciencerep.up.poznan.pl/entities/person/547fae8f-3c82-43d7-9832-0ba1dc522cf2,
Justyna Szwarc,mgr inż.,,,,0000-0002-1018-1349,,746f1a68-581a-4477-8c0e-9ea8872256f2,rolnictwo i ogrodnictwo,,,28.0,,770.0,10,296b0f8d-c4fe-4414-ac21-aad79119f2a0,https://sciencerep.up.poznan.pl/entities/person/296b0f8d-c4fe-4414-ac21-aad79119f2a0,
Magdalena Kluza-Wieloch,dr,,,,0000-0003-3923-7235,,e8e7c0db-b32d-4f50-9d51-a9216b6070c8,rolnictwo i ogrodnictwo,,,3.3,,260.0,10,15b9f771-7d83-48d4-a1db-44b1af86b87a,https://sciencerep.up.poznan.pl/entities/person/15b9f771-7d83-48d4-a1db-44b1af86b87a,
Tomasz Spiżewski,dr,,,,0000-0003-2405-8461,,89a569a6-33cc-478f-a22e-f37b15f2069a,rolnictwo i ogrodnictwo,,,24.5,,650.0,7,7eb21bb4-e049-4946-b244-82e2b1ca2fb8,https://sciencerep.up.poznan.pl/entities/person/7eb21bb4-e049-4946-b244-82e2b1ca2fb8,
Henryk Ratajkiewicz,dr hab.,,,,0000-0002-3512-1350,,4f06a082-b10c-4f6d-b7d4-8cd193b8bbd6,rolnictwo i ogrodnictwo,,,11.6,,420.0,4,884ee7cf-babf-4820-934b-f49db8b5e1b5,https://sciencerep.up.poznan.pl/entities/person/884ee7cf-babf-4820-934b-f49db8b5e1b5,
Idzi Siatkowski,prof. dr hab.,,,,0000-0003-2793-7074,,5de4aa41-07d9-44c2-a256-bf29499e7b21,"rolnictwo i ogrodnictwo, biotechnologia",,,43.7,,1650.0,24,56a24a0b-b8df-452f-9154-3dd1ce560fc3,https://sciencerep.up.poznan.pl/entities/person/56a24a0b-b8df-452f-9154-3dd1ce560fc3,
Konrad Banaś,mgr,,,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0001-8841-9970,,97f2f378-3485-4b7b-8925-a17cf1ac2d95,rolnictwo i ogrodnictwo,,,12.1,,390.0,6,d0990805-e440-4a16-9390-ca702683f45e,https://sciencerep.up.poznan.pl/entities/person/d0990805-e440-4a16-9390-ca702683f45e,
Paweł Szumigała,dr hab.,,,,0000-0001-8069-787X,,9e6db4bb-fbf1-4f87-8c9c-e0fd2466f2bd,"rolnictwo i ogrodnictwo, architektura i urbanistyka",,,7.0,,940.0,15,4caac113-810f-4cd8-a3ea-af2848428be1,https://sciencerep.up.poznan.pl/entities/person/4caac113-810f-4cd8-a3ea-af2848428be1,
Tomasz Kleiber,dr hab.,,,,0000-0002-7085-4867,,b9f77dc3-cb52-4849-84f8-11bc83d17704,rolnictwo i ogrodnictwo,,,42.2,,1330.0,13,44de55a1-7b0a-4cdf-8336-5455e5fbbfc9,https://sciencerep.up.poznan.pl/entities/person/44de55a1-7b0a-4cdf-8336-5455e5fbbfc9,
Aneta Małgorzata Czarna,dr,,,,0000-0002-8687-7019,,52f94712-af43-47e0-a6a8-cd00083dd321,"rolnictwo i ogrodnictwo, nauki o kulturze i religii",,,2.9,,800.0,18,c509b449-1a75-4e50-be37-822b66e10034,https://sciencerep.up.poznan.pl/entities/person/c509b449-1a75-4e50-be37-822b66e10034,
Jan Kubiś,dr hab.,,,,0000-0003-3308-2826,,f198519a-d573-4d08-b73a-ec3a2f341caa,rolnictwo i ogrodnictwo,,,3.7,,100.0,1,4acf616a-fd6b-43f0-8002-3fa072089309,https://sciencerep.up.poznan.pl/entities/person/4acf616a-fd6b-43f0-8002-3fa072089309,
Sławomir Świerczyński,dr hab.,,,,0000-0002-2754-9576,,0811448c-7b56-4a0b-9f44-045f32fb0abb,rolnictwo i ogrodnictwo,,,38.193,,1270.0,14,d3ad1530-e207-4f4f-9400-3412d3e72a98,https://sciencerep.up.poznan.pl/entities/person/d3ad1530-e207-4f4f-9400-3412d3e72a98,
Roman Wąsala,dr,,,,0000-0002-7825-3273,,ba4c2c84-de7a-4856-8a14-2cb9692c455e,rolnictwo i ogrodnictwo,,,20.8,,875.0,15,a0620c5e-2f34-4cfa-8f0b-5819132ad9fd,https://sciencerep.up.poznan.pl/entities/person/a0620c5e-2f34-4cfa-8f0b-5819132ad9fd,
Waldemar Stefan Zielewicz,dr,,,,0000-0003-3663-8826,,cf4efafd-4f72-4c59-bfd6-a84803bf022a,rolnictwo i ogrodnictwo,,,39.8,,1570.0,48,8cc3d8c6-eb76-45ba-b461-1a1d5e664c52,https://sciencerep.up.poznan.pl/entities/person/8cc3d8c6-eb76-45ba-b461-1a1d5e664c52,
Małgorzata Pietrowska-Borek,dr hab.,,,,0000-0001-8127-0472,,9bcac5b4-dfa8-497a-b2eb-342863ffe028,"nauki biologiczne, rolnictwo i ogrodnictwo, biotechnologia",,,14.5,,400.0,11,8f92b7c4-8d55-46a7-a433-009335e22382,https://sciencerep.up.poznan.pl/entities/person/8f92b7c4-8d55-46a7-a433-009335e22382,
Dorota Katarzyna Weigt,dr hab.,,Katedra Genetyki i Hodowli Roslin,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-1041-4341,,b8145e35-986c-49d1-9495-4ee4d621e96f,"rolnictwo i ogrodnictwo, biotechnologia",,,24.2,,700.0,14,94714645-6b07-4d4d-bd16-1baacaa7ba63,https://sciencerep.up.poznan.pl/entities/person/94714645-6b07-4d4d-bd16-1baacaa7ba63,
Stanisław Ryszard Świtek,dr,,Katedra Agronomii,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0003-3794-5780,,7c0da534-f8dc-4c74-985a-06ed6ed45000,rolnictwo i ogrodnictwo,,,23.2,,860.0,24,d40a8feb-2b83-4fb7-a88a-982ad0483524,https://sciencerep.up.poznan.pl/entities/person/d40a8feb-2b83-4fb7-a88a-982ad0483524,
Małgorzata Graczyk,dr hab.,,,,0000-0002-5550-7007,,7c9a9219-6048-4dd5-89d2-dd1bc22c356a,"rolnictwo i ogrodnictwo, matematyka",,,27.2,,1300.0,21,b7671e1c-9850-4ccf-9eeb-882ff1d3c932,https://sciencerep.up.poznan.pl/entities/person/b7671e1c-9850-4ccf-9eeb-882ff1d3c932,
Maria Biber,dr,,,,,,a71b4e6f-42de-45d6-ae07-be23dc69d6f2,rolnictwo i ogrodnictwo,,,18.4,,440.0,5,0b6a3379-8479-40e6-a0e8-212191a144d4,https://sciencerep.up.poznan.pl/entities/person/0b6a3379-8479-40e6-a0e8-212191a144d4,
Piotr Zydlik,dr hab.,,Katedra Entomologii i Ochrony Środowiska,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0002-9700-5494,,38eaf8cf-7d3f-443c-9389-87c18a3608eb,rolnictwo i ogrodnictwo,,,19.099999999999998,,710.0,12,d52fa010-78fd-4b27-9415-a8e927ebdeab,https://sciencerep.up.poznan.pl/entities/person/d52fa010-78fd-4b27-9415-a8e927ebdeab,
Dorota Ewa Swędrzyńska,dr hab.,,,,0000-0002-9041-2169,,0bab9aa3-afa1-421c-9256-80f46b000ea6,rolnictwo i ogrodnictwo,,,12.4,,500.0,5,3dc7a15a-c60f-4cf8-a80c-cb5c3bdb6149,https://sciencerep.up.poznan.pl/entities/person/3dc7a15a-c60f-4cf8-a80c-cb5c3bdb6149,
Agnieszka Łacka,dr hab.,,,,0000-0002-8514-5449,,ff7887d0-699a-4146-b018-7025d477faa8,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,46.1,,1550.0,14,0e58100d-9317-4213-93ad-a314751fcd69,https://sciencerep.up.poznan.pl/entities/person/0e58100d-9317-4213-93ad-a314751fcd69,
Joanna Bykowska,dr,,,,0000-0002-6209-7552,,550792f0-ddfd-4ddc-92a3-48e08ee8ee86,rolnictwo i ogrodnictwo,,,8.149000000000001,,240.0,15,d021df72-ec10-48b2-832d-59387f99b33e,https://sciencerep.up.poznan.pl/entities/person/d021df72-ec10-48b2-832d-59387f99b33e,
Przemysław Tomczak,dr,,,,0000-0001-6148-5329,,611de456-e42b-4c00-a8c8-efaece98ff39,"sztuki plastyczne i konserwacja dzieł sztuki, rolnictwo i ogrodnictwo",,,,,80.0,1,fb1fb872-e853-4451-a8bc-00b6fdc8c818,https://sciencerep.up.poznan.pl/entities/person/fb1fb872-e853-4451-a8bc-00b6fdc8c818,
Iwona Małgorzata Morkunas,prof. dr hab.,,Katedra Fizjologii Roślin,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0003-4186-0202,,eacf4577-33c7-4911-9c96-0e79cf0e5209,"rolnictwo i ogrodnictwo, nauki biologiczne",,,44.2,,1220.0,19,9a410af5-fe71-4179-a915-668570b1cbf5,https://sciencerep.up.poznan.pl/entities/person/9a410af5-fe71-4179-a915-668570b1cbf5,
Piotr Kosiński,dr,,Katedra Botaniki,"Wydział Rolnictwa, Ogrodnictwa i Biotechnologii",0000-0001-6104-4267,,7ddb1596-b67f-4a6d-9f81-a90df1be8169,"nauki biologiczne, rolnictwo i ogrodnictwo",,,32.497,,1275.0,14,288e02bd-36c2-4035-8ca6-d024e5723baa,https://sciencerep.up.poznan.pl/entities/person/288e02bd-36c2-4035-8ca6-d024e5723baa,
Anna Krystyna Kryszak,prof. dr hab.,,,,0000-0002-2630-0103,,6f7d424f-56a7-4817-aec6-f2d113501c7d,"rolnictwo i ogrodnictwo, inżynieria środowiska, górnictwo i energetyka",,,9.3,,320.0,3,d81b1ddf-ac34-4cc6-b5fc-ca5cb4730445,https://sciencerep.up.poznan.pl/entities/person/d81b1ddf-ac34-4cc6-b5fc-ca5cb4730445,
