profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Barbara Abramczyk,,adiunkt posiadający st. nauk. dr,,,0000-0001-5071-5491,57192878255,,,,,,,0.0,0.0,3559,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3559?obiektId=Osoby,
Małgorzata Abramek,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2357,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2357?obiektId=Osoby,
Marcin Abramek,,inspektor nadzoru inwestorskiego,,,,,,,,,,,0.0,0.0,3316,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3316?obiektId=Osoby,
Beata Abramowicz,,adiunkt posiadający st. nauk. dr hab.,,,0000-0003-4801-3073,23975571400,,,,,,,1765.0,86.0,555,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/555?obiektId=Osoby,
Kamil Adamczak,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,3642,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3642?obiektId=Osoby,
Małgorzata Adamczuk,,Profesor uczelni,,,0000-0003-3599-2006,35197858500,,,,,,,2639.0,62.0,566,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/566?obiektId=Osoby,
Agnieszka Adamczuk,,,,,,,,,,,,,655.0,17.0,921,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/921?obiektId=Osoby,
Kamila Adamczyk-Mucha,,adiunkt posiadający st. nauk. dr,,,,,,,,,,,0.0,0.0,3285,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3285?obiektId=Osoby,
Łukasz Adamek,,,,,,,,,,,,,770.0,87.0,1119,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1119?obiektId=Osoby,
Agnieszka Adamek,,starszy specjalista,,,,,,,,,,,0.0,0.0,2358,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2358?obiektId=Osoby,
Ewa Adamek,,technik kliniczny,,,,,,,,,,,0.0,0.0,3510,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3510?obiektId=Osoby,
Łukasz Adaszek,,Profesor,,,0000-0003-0261-2695,8221203000,,,,,,,9470.0,393.0,558,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/558?obiektId=Osoby,
Dariusz Andrejko,,Profesor,,,0000-0001-9345-7795,16314802500,,,,,,,4202.0,208.0,79,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/79?obiektId=Osoby,
Iryna Androshchuk,,Profesor uczelni,,,,,,,,,,,0.0,0.0,3431,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3431?obiektId=Osoby,
Sylwia Andruszczak,,Profesor uczelni,,,0000-0003-4896-8531,55646689000,,,,,,,2081.0,107.0,533,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/533?obiektId=Osoby,
Marek Angowski,,Adiunkt,,,0000-0003-1669-5073,,,,,,,,598.0,57.0,380,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/380?obiektId=Osoby,
Paweł Antosiak,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2360,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2360?obiektId=Osoby,
Maria Archman,,,,,,,,,,,,,0.0,0.0,3106,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3106?obiektId=Osoby,
Marcin Arciszewski,,Profesor,,,0000-0002-3643-3524,6603343210,,,,,,,5834.0,197.0,1209,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1209?obiektId=Osoby,
Michał Arciszewski,,doktorant,,,0000000213951169,,,,,,,,0.0,0.0,3404,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3404?obiektId=Osoby,
Marta Arczewska,,Profesor uczelni,,,0000-0003-2553-0908,24167760700,,,,,,,3069.0,73.0,605,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/605?obiektId=Osoby,
Elżbieta Atkinson,,wykładowca,,,,,,,,,,,0.0,0.0,2362,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2362?obiektId=Osoby,
Oktawia Babicka,,referent,,,,,,,,,,,0.0,0.0,2363,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2363?obiektId=Osoby,
Marek Babicz,,Profesor,,,0000-0002-2836-627X,25644912600,,,,,,,4057.0,368.0,322,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/322?obiektId=Osoby,
Iwona Baciurn,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,1.0,2364,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2364?obiektId=Osoby,
Aleksandra Badora,,Profesor,,,0000-0002-8817-865X,6508085052,,,,,,,2378.0,161.0,61,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/61?obiektId=Osoby,
Ewa Badurowicz,,wykładowca,,,,,,,,,,,0.0,0.0,2365,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2365?obiektId=Osoby,
Barbara Badzian,,,,,,,,,,,,,228.0,19.0,476,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/476?obiektId=Osoby,
Sebastian Balant,,Profesor uczelni,,,,57204241754,,,,,,,728.0,18.0,1163,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1163?obiektId=Osoby,
Ireneusz Balicki,,Profesor,,,0000-0001-6932-7149,6603138028,,,,,,,1850.0,161.0,195,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/195?obiektId=Osoby,
Monika Baltyn,,starszy specjalista,,,,,,,,,,,36.0,9.0,1248,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1248?obiektId=Osoby,
Małgorzata Bałdyga,,starszy specjalista,,,,,,,,,,,0.0,0.0,2366,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2366?obiektId=Osoby,
Katarzyna Banach,,Profesor uczelni,,,,57203762612,,,,,,,257.0,26.0,889,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/889?obiektId=Osoby,
Barbara Banach-Albińska,,adiunkt posiadający st. nauk. dr,,,0000-0002-9434-2540,57148412000,,,,,,,616.0,57.0,535,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/535?obiektId=Osoby,
Izabela Banak,,starszy specjalista,,,,,,,,,,,0.0,0.0,2367,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2367?obiektId=Osoby,
Ireneusz Banasiewicz,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,4.0,5.0,2368,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2368?obiektId=Osoby,
Agnieszka Banaszak,,portier,,,,,,,,,,,0.0,0.0,2369,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2369?obiektId=Osoby,
Natalia Banaszek,,specjalista - psycholog,,,,,,,,,,,0.0,0.0,3494,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3494?obiektId=Osoby,
Radosław Banaszkiewicz,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,3521,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3521?obiektId=Osoby,
Angelika Banaś,,doktorant,,,,,,,,,,,0.0,0.0,3406,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3406?obiektId=Osoby,
Joanna Banaś-Kopeć,,doktorant,,,,,,,,,,,0.0,0.0,3405,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3405?obiektId=Osoby,
Anna Baran,,,,,,,,,,,,,15.0,13.0,3100,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3100?obiektId=Osoby,
Barbara Baraniak,,Profesor,,,0000-0001-9653-9892,24477094500,,,,,,,2441.0,273.0,52,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/52?obiektId=Osoby,
Ewa Baranowska-Wójcik,,Profesor uczelni,,,0000-0002-2213-9631,57191112635,,,,,,,5796.0,80.0,517,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/517?obiektId=Osoby,
Katarzyna Barczyk,,doktorant,,,,,,,,,,,0.0,0.0,3277,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3277?obiektId=Osoby,
Joanna Barłowska,,Profesor,,,0000-0002-3828-0111,22033243800,,,,,,,2982.0,275.0,100,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/100?obiektId=Osoby,
Weronika Barszcz,,doktorant,,,,,,,,,,,0.0,0.0,3674,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3674?obiektId=Osoby,
Agata Barszczuk,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2370,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2370?obiektId=Osoby,
Aleksandra Bartkowska-Bekasiewicz,,asystent,,,0000-0001-6046-3750,,,,,,,,0.0,0.0,3369,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3369?obiektId=Osoby,
Grzegorz Bartnik,,Profesor uczelni,,,0000-0002-1898-535X,57016643400,,,,,,,1092.0,112.0,366,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/366?obiektId=Osoby,
Magdalena Bartnik,,specjalista,,,,,,,,,,,0.0,0.0,2371,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2371?obiektId=Osoby,
Damian Bartnik,,referent,,,,,,,,,,,0.0,0.0,3424,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3424?obiektId=Osoby,
Maciej Bartoń,,doktorant,,,,,,,,,,,0.0,0.0,3407,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3407?obiektId=Osoby,
Jerzy Bartoszcze,,,,,,,,,,,,,4.0,5.0,3089,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3089?obiektId=Osoby,
Przemysław Bartoszek,,asystent,,,,,,,,,,,0.0,0.0,3601,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3601?obiektId=Osoby,
Ewa Bartyś,,starszy specjalista,,,,,,,,,,,6.0,19.0,3111,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3111?obiektId=Osoby,
Sylwia Barwicka,,asystent,,,0000-0002-4887-0481,,,,,,,,430.0,8.0,1339,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1339?obiektId=Osoby,
Piotr Barwicki,,technik,,,0009-0007-1052-0594,,,,,,,,0.0,0.0,3378,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3378?obiektId=Osoby,
Piotr Baryła,,adiunkt posiadający st. nauk. dr,,,0000-0002-5391-6042,55936024200,,,,,,,297.0,66.0,1035,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1035?obiektId=Osoby,
Kamila Baryła,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2373,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2373?obiektId=Osoby,
Ryszard Baryła,,,,,,,,,,,,,322.0,102.0,968,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/968?obiektId=Osoby,
Romana Barzycka,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2374,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2374?obiektId=Osoby,
Agata Basak,,asystent,,,0000-0001-5014-8802,,,,,,,,290.0,10.0,3239,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3239?obiektId=Osoby,
Justyna Batkowska,,Profesor,,,0000-0002-0587-3690,28067614500,,,,,,,5081.0,366.0,616,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/616?obiektId=Osoby,
Maciej Batorski,,asystent,,,0009-0001-0685-7545,,,,,,,,0.0,0.0,3443,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3443?obiektId=Osoby,
Konrad Bazewicz,,asystent,,,0000-0002-1682-7526,,,,,,,,120.0,17.0,1185,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1185?obiektId=Osoby,
Michał Bąk,,doktorant,,,,,,,,,,,0.0,0.0,3688,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3688?obiektId=Osoby,
Maciej Bąkowski,,adiunkt posiadający st. nauk. dr,,,0000-0002-1506-5400,,,,,,,,1722.0,110.0,760,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/760?obiektId=Osoby,
Marcin Bedliński,,ratownik na basenie kąpielowym,,,,,,,,,,,0.0,0.0,2518,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2518?obiektId=Osoby,
Mariusz Bednarczyk,,referent,,,,,,,,,,,0.0,0.0,3555,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3555?obiektId=Osoby,
Wiesław Bednarek,,,,,0000-0001-8370-8036,,,,,,,,832.0,178.0,25,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/25?obiektId=Osoby,
Bożena Bednarska,,adiunkt posiadający st. nauk. dr,,,,57209566595,,,,,,,155.0,11.0,775,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/775?obiektId=Osoby,
Joanna Bednarz,,specjalista inżynieryjno-techniczny,,,,,,,,,,,277.0,18.0,785,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/785?obiektId=Osoby,
Aneta Bednarz,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2520,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2520?obiektId=Osoby,
Sławomir Beeger,,adiunkt posiadający st. nauk. dr,,,0000-0003-4569-8273,57194679712,,,,,,,853.0,47.0,352,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/352?obiektId=Osoby,
Magdalena Beeger,,starszy specjalista,,,,,,,,,,,0.0,0.0,2521,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2521?obiektId=Osoby,
Karolina Beer-Lech,,adiunkt posiadający st. nauk. dr,,,0000-0003-1679-8785,56462931300,,,,,,,918.0,21.0,881,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/881?obiektId=Osoby,
Zbigniew Bełkot,,adiunkt posiadający st. nauk. dr,,,0000-0003-0955-9778,6507170629,,,,,,,2000.0,125.0,466,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/466?obiektId=Osoby,
Stanisław Berbeć,,,,,,,,,,,,,97.0,77.0,1553,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1553?obiektId=Osoby,
Wiesław Berej,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2522,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2522?obiektId=Osoby,
Edyta Bernat,,doktorant,,,,,,,,,,,0.0,0.0,3408,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3408?obiektId=Osoby,
Marzena Bernatowicz,,starszy specjalista,,,,,,,,,,,0.0,0.0,3066,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3066?obiektId=Osoby,
Barbara Bernecka,,starszy specjalista,,,,,,,,,,,0.0,0.0,2523,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2523?obiektId=Osoby,
Mykola Bevz,,,,,,,,,,,,,22.0,15.0,840,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/840?obiektId=Osoby,
Grażyna Bezaniuk,,starszy specjalista,,,,,,,,,,,0.0,0.0,2524,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2524?obiektId=Osoby,
Krzysztof Bezaniuk,,portier,,,,,,,,,,,0.0,0.0,2525,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2525?obiektId=Osoby,
Agnieszka Bezaniuk,,specjalista,,,,,,,,,,,0.0,0.0,3428,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3428?obiektId=Osoby,
Beata Białek,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,3349,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3349?obiektId=Osoby,
Sebastian Białoskurski,,adiunkt posiadający st. nauk. dr,,,0000-0002-0156-0750,57189890933,,,,,,,1003.0,44.0,685,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/685?obiektId=Osoby,
Ewa Bicka,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2526,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2526?obiektId=Osoby,
Bogdan Bicki,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2527,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2527?obiektId=Osoby,
Jadwiga Biedacha,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2528,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2528?obiektId=Osoby,
Agata Bielak,,asystent,,,,,,,,,,,790.0,43.0,3070,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3070?obiektId=Osoby,
Maria Bielak-Podkówka,,radca prawny,,,,,,,,,,,0.0,0.0,2529,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2529?obiektId=Osoby,
Arletta Bielecka,,asystent,,,,,,,,,,,510.0,8.0,3042,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3042?obiektId=Osoby,
Małgorzata Bielecka,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,3314,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3314?obiektId=Osoby,
Mieczysław Bieniek,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2530,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2530?obiektId=Osoby,
Małgorzata Bień,,starszy specjalista,,,,,,,,,,,0.0,0.0,2531,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2531?obiektId=Osoby,
Krzysztof Bieńczak,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2532,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2532?obiektId=Osoby,
Marek Bieńko,,adiunkt posiadający st. nauk. dr hab.,,,0000-0002-9706-6676,55971898600,,,,,,,2692.0,167.0,133,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/133?obiektId=Osoby,
Beata Biernacka,,adiunkt posiadający st. nauk. dr,,,0000-0001-5532-0683,42661094000,,,,,,,3213.0,76.0,711,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/711?obiektId=Osoby,
Alicja Bieske-Matejak,,adiunkt posiadający st. nauk. dr,,,0000-0002-2763-2783,57221688368,,,,,,,539.0,19.0,1171,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1171?obiektId=Osoby,
Marta Bik-Małodzińska,,Profesor uczelni,,,0000-0002-3114-0634,56010908100,,,,,,,1682.0,104.0,665,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/665?obiektId=Osoby,
Agnieszka Bilewicz-Pawlak,,,,,,,,,,,,,0.0,1.0,3119,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3119?obiektId=Osoby,
Anna Bilik,,portier,,,,,,,,,,,0.0,0.0,2533,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2533?obiektId=Osoby,
Marcin Bis,,specjalista,,,,,,,,,,,0.0,0.0,3206,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3206?obiektId=Osoby,
Radosław Bisko,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2534,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2534?obiektId=Osoby,
Hanna Bis-Wencel,,Profesor,,,0000-0003-1425-3378,6603135363,,,,,,,2226.0,195.0,39,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/39?obiektId=Osoby,
Małgorzata Biszczak,,portier,,,,,,,,,,,0.0,0.0,2535,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2535?obiektId=Osoby,
Wojciech Biszczak,,asystent,,,,57219649918,,,,,,,350.0,6.0,3140,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3140?obiektId=Osoby,
Kazimiera Blaim,,starszy specjalista,,,,,,,,,,,0.0,0.0,2536,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2536?obiektId=Osoby,
Ludwika Blaim,,specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2537,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2537?obiektId=Osoby,
Agata Blicharz-Kania,,adiunkt posiadający st. nauk. dr,,,0000-0002-7663-5016,55916476300,,,,,,,2585.0,83.0,766,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/766?obiektId=Osoby,
Agnieszka Błaszczak,,adiunkt posiadający st. nauk. dr,,,,,,,,,,,53.0,13.0,745,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/745?obiektId=Osoby,
Krzysztof Błaszczak,,portier,,,,,,,,,,,0.0,0.0,2538,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2538?obiektId=Osoby,
Ewa Błaszczak,,,,,,,,,,,,,19.0,3.0,3095,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3095?obiektId=Osoby,
Magdalena Błaszczak,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,3567,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3567?obiektId=Osoby,
Wiktoria Błaszczak,,,,,,,,,,,,,0.0,0.0,3707,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3707?obiektId=Osoby,
Wiktoria Błaszczyk,,asystent,,,,,,,,,,,0.0,0.0,3416,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3416?obiektId=Osoby,
Magdalena Błaziak,,specjalista inżynieryjno-techniczny,,,,,,,,,,,90.0,7.0,851,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/851?obiektId=Osoby,
Marzena Błażewicz-Woźniak,,Profesor,,,0000-0003-3409-8950,36052522500,,,,,,,1166.0,156.0,213,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/213?obiektId=Osoby,
Patryk Boba,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,3537,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3537?obiektId=Osoby,
Ryszard Bobowiec,,,,,0000-0001-9081-4937,,,,,,,,1052.0,164.0,125,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/125?obiektId=Osoby,
Monika Bochenek,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,5.0,1.0,1479,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1479?obiektId=Osoby,
Justyna Bochnak-Niedźwiecka,,Brak,,,,,,,,,,,1201.0,48.0,1172,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1172?obiektId=Osoby,
Andrzej Bochniak,,Profesor uczelni,,,0000-0001-6664-2741,25928974900,,,,,,,2460.0,97.0,510,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/510?obiektId=Osoby,
Mariola Bochniarz,,Profesor uczelni,,,0000-0002-5447-1655,7801531161,,,,,,,3636.0,95.0,473,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/473?obiektId=Osoby,
Krzysztof Bocian,,,,,,,,,,,,,226.0,45.0,323,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/323?obiektId=Osoby,
Monika Bociąg,,specjalista,,,,,,,,,,,0.0,0.0,3423,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3423?obiektId=Osoby,
Monika Bociąg,,,,,,,,,,,,,0.0,0.0,3426,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3426?obiektId=Osoby,
Krystyna Boczek,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2539,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2539?obiektId=Osoby,
Tadeusz Boczkal,,portier,,,,,,,,,,,0.0,0.0,2540,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2540?obiektId=Osoby,
Kamil Boczkal,,,,,,,,,,,,,0.0,0.0,3526,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3526?obiektId=Osoby,
Maria Boćkowska,,,,,,,,,,,,,6.0,11.0,746,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/746?obiektId=Osoby,
