profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Lech Mikulski,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2950,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2950?obiektId=Osoby,
Estera Mikuła-Kowalczyk,,technik,,,,,,,,,,,0.0,0.0,3497,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3497?obiektId=Osoby,
Marek Milanowski,,starszy specjalista inżynieryjno-techniczny,,,0000-0003-3367-7942,,,,,,,,848.0,24.0,806,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/806?obiektId=Osoby,
Andrzej Milczak,,adiunkt posiadający st. nauk. dr,,,0000-0002-4516-7870,6506239571,,,,,,,984.0,92.0,117,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/117?obiektId=Osoby,
Marian Milczak,,,,,,,,,,,,,64.0,55.0,1534,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1534?obiektId=Osoby,
Małgorzata Milecka,,Profesor,,,0000-0001-5988-9340,57211600418,,,,,,,1694.0,94.0,778,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/778?obiektId=Osoby,
Szymon Milewski,,technik,,,0000-0002-6753-9137,,,,,,,,0.0,0.0,3396,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3396?obiektId=Osoby,
Aldona Miłkowska,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2951,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2951?obiektId=Osoby,
Ewa Miłkowska,,adiunkt posiadający st. nauk. dr,,,,,,,,,,,0.0,0.0,3375,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3375?obiektId=Osoby,
Marek Mirosław,,Z-ca Kanclerza,,,,,,,,,,,0.0,0.0,2952,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2952?obiektId=Osoby,
Dagmara Mischlich,,starszy bibliotekarz,,,,,,,,,,,0.0,1.0,869,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/869?obiektId=Osoby,
Kamil Misiak,,ratownik na basenie kąpielowym,,,,,,,,,,,0.0,0.0,2953,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2953?obiektId=Osoby,
Wojciech Misztal,,adiunkt posiadający st. nauk. dr,,,0000-0001-6214-506X,57203715783,,,,,,,842.0,32.0,738,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/738?obiektId=Osoby,
Ewa Misztal,,specjalista,,,,,,,,,,,0.0,0.0,2954,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2954?obiektId=Osoby,
Joanna Miśtak,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2955,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2955?obiektId=Osoby,
Agata Miśtak,,młodszy bibliotekarz,,,,,,,,,,,0.0,0.0,3640,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3640?obiektId=Osoby,
Marcin Mitrus,,Profesor uczelni,,,0000-0002-3150-6747,8656202600,,,,,,,2386.0,137.0,314,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/314?obiektId=Osoby,
Diana Mitura,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2956,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2956?obiektId=Osoby,
Roman Mitura,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,16.0,10.0,2957,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2957?obiektId=Osoby,
Wojciech Mitura,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2958,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2958?obiektId=Osoby,
Ziemowit Mizura,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2959,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2959?obiektId=Osoby,
Stanisław Mleko,,Profesor,,,0000-0002-4704-0777,6701672935,,,,,,,3368.0,208.0,284,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/284?obiektId=Osoby,
Magdalena Moczulska,,technik,,,0009-0008-9896-9616,,,,,,,,0.0,0.0,3401,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3401?obiektId=Osoby,
Wioleta Mojsym,,asystent,,,0000-0002-4033-0368,57217735047,,,,,,,460.0,8.0,2960,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2960?obiektId=Osoby,
Jolanta Molas,,Adiunkt,,,0000-0003-0692-8355,,,,,,,,0.0,0.0,68,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/68?obiektId=Osoby,
Beata Mołdach,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2961,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2961?obiektId=Osoby,
Jan Morlewski,,specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2962,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2962?obiektId=Osoby,
Arkadiusz Moryc,,portier,,,,,,,,,,,0.0,0.0,2963,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2963?obiektId=Osoby,
Jolanta Moryc,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2964,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2964?obiektId=Osoby,
Jolanta Moryl,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2965,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2965?obiektId=Osoby,
Krzysztof Mościbrodzki,,kierowca,,,,,,,,,,,0.0,0.0,2966,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2966?obiektId=Osoby,
Leszek Mościcki,,,,,0000-0003-3809-2329,,,,,,,,1111.0,328.0,283,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/283?obiektId=Osoby,
Sylwia Mozel,,adiunkt posiadający st. nauk. dr,,,0000-0003-4312-6749,56955762900,,,,,,,710.0,17.0,859,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/859?obiektId=Osoby,
Michał Możejko,,adiunkt posiadający st. nauk. dr,,,,,,,,,,,0.0,0.0,3212,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3212?obiektId=Osoby,
Monika Mroczek-Adamek,,starszy bibliotekarz,,,,,,,,,,,0.0,1.0,870,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/870?obiektId=Osoby,
Joanna Mroczkowska,,technik,,,,,,,,,,,0.0,0.0,3498,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3498?obiektId=Osoby,
Robert Mrozek,,ratownik na basenie kąpielowym,,,,,,,,,,,0.0,0.0,2967,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2967?obiektId=Osoby,
Bożena Mrozik,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2968,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2968?obiektId=Osoby,
Anna Mróz,,starszy specjalista,,,,,,,,,,,0.0,0.0,2969,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2969?obiektId=Osoby,
Dariusz Mróz,,pracownik wysoko wykwalifikowany,,,,,,,,,,,0.0,0.0,2970,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2970?obiektId=Osoby,
Sylwia Mucha,,adiunkt posiadający st. nauk. dr,,,,,,,,,,,0.0,0.0,3376,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3376?obiektId=Osoby,
Andrzej Muciek,,wykładowca,,,,,,,,,,,0.0,0.0,2971,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2971?obiektId=Osoby,
Piotr Murak,,pracownik wykwalifikowany,,,,,,,,,,,0.0,0.0,3324,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3324?obiektId=Osoby,
Katarzyna Musiał,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,3.0,3124,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3124?obiektId=Osoby,
Paweł Muszyński,,adiunkt posiadający st. nauk. dr,,,0000-0001-5514-0623,6602575005,,,,,,,404.0,55.0,318,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/318?obiektId=Osoby,
Siemowit Muszyński,,Profesor uczelni,,,0000-0002-4118-6302,24385603500,,,,,,,12693.0,244.0,589,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/589?obiektId=Osoby,
Anna Myka-Raduj,,doktorant,,,,,,,,,,,347.0,9.0,3217,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3217?obiektId=Osoby,
Viktor Myronenko,,,,,,,,,,,,,175.0,49.0,810,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/810?obiektId=Osoby,
Barbara Mysiak,,specjalista inżynieryjno-techniczny,,,,,,,,,,,270.0,37.0,1096,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1096?obiektId=Osoby,
Magdalena Myszura-Dymek,,adiunkt posiadający st. nauk. dr,,,0000-0002-5378-924X,56703237000,,,,,,,1917.0,124.0,839,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/839?obiektId=Osoby,
Monika Nadolna,,referent,,,,,,,,,,,0.0,0.0,3259,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3259?obiektId=Osoby,
Rafał Nadulski,,Profesor,,,0000-0001-5748-3646,6503990085,,,,,,,1953.0,202.0,82,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/82?obiektId=Osoby,
Agnieszka Najda,,Profesor uczelni,,,0000-0002-1185-8884,57209227860,,,,,,,9861.0,341.0,419,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/419?obiektId=Osoby,
Kinga Nakonieczna-Zelik,,Kierownik Działu,,,,,,,,,,,0.0,0.0,2973,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2973?obiektId=Osoby,
Piotr Nakonieczny,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,166.0,14.0,386,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/386?obiektId=Osoby,
Michał Nakonieczny,,technik,,,,,,,,,,,0.0,0.0,3718,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3718?obiektId=Osoby,
Bernadetta Nalepa-Bąk,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2974,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2974?obiektId=Osoby,
Adam Namięta,,pracownik gospodarczy,,,,,,,,,,,0.0,0.0,2975,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2975?obiektId=Osoby,
Agata Narolska,,Z-ca Kwestora ds. budżetowania,,,,,,,,,,,0.0,0.0,2976,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2976?obiektId=Osoby,
Maciej Nastaj,,adiunkt posiadający st. nauk. dr hab.,,,0000-0002-5932-3141,36192994600,,,,,,,2148.0,67.0,601,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/601?obiektId=Osoby,
Marcin Natoniewski,,,,,,57195281980,,,,,,,405.0,47.0,3169,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3169?obiektId=Osoby,
Piotr Nawłatyna,,doktorant,,,,,,,,,,,0.0,0.0,3571,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3571?obiektId=Osoby,
Paulina Nazar,,adiunkt posiadający st. nauk. dr,,,0000-0001-8661-3622,57218796934,,,,,,,1266.0,67.0,823,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/823?obiektId=Osoby,
Sybilla Nazarewicz,,adiunkt posiadający st. nauk. dr,,,0000-0003-1192-1262,57214992190,,,,,,,740.0,30.0,1191,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1191?obiektId=Osoby,
Dobiesław Nazimek,,Profesor uczelni,,,,,,,,,,,323.0,20.0,776,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/776?obiektId=Osoby,
Dominika Nguyen Ngoc,,asystent,,,0000-0001-7339-0554,,,,,,,,0.0,0.0,3317,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3317?obiektId=Osoby,
Anna Niebieszczańska,,portier,,,,,,,,,,,0.0,0.0,2977,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2977?obiektId=Osoby,
Grzegorz Nieczypor,,wykładowca,,,,,,,,,,,0.0,0.0,3053,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3053?obiektId=Osoby,
Tomasz Nieczypor,,pracownik wykwalifikowany,,,,,,,,,,,0.0,0.0,3552,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3552?obiektId=Osoby,
Ignacy Niedziółka,,Brak,,,0000-0002-9709-3375,,,,,,,,999.0,185.0,84,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/84?obiektId=Osoby,
Maciej Niedziółka,,starszy specjalista,,,,,,,,,,,0.0,0.0,2978,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2978?obiektId=Osoby,
Katarzyna Niedźwiadek,,doktorant,,,,57208740826,,,,,,,1680.0,28.0,1310,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1310?obiektId=Osoby,
Konrad Niedźwiadek,,doktorant,,,,,,,,,,,0.0,0.0,3584,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3584?obiektId=Osoby,
Michał Niedźwiecki,,specjalista inżynieryjno-techniczny,,,0000-0003-3174-2157,,,,,,,,853.0,21.0,846,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/846?obiektId=Osoby,
Iwona Niedźwiedź,,asystent,,,,,,,,,,,0.0,0.0,3455,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3455?obiektId=Osoby,
Iwona Niemiałkowska-Butrym,,,,,,,,,,,,,0.0,2.0,3121,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3121?obiektId=Osoby,
Agata Niemiec,,starszy specjalista,,,,,,,,,,,0.0,0.0,2979,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2979?obiektId=Osoby,
Marek Nieoczym,,adiunkt posiadający st. nauk. dr,,,0000-0003-1670-358X,36094778200,,,,,,,830.0,75.0,639,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/639?obiektId=Osoby,
Kamil Nieścioruk,,adiunkt posiadający st. nauk. dr,,,0000-0002-0695-1195,12143834100,,,,,,,781.0,58.0,769,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/769?obiektId=Osoby,
Piotr Nieściur,,specjalista ds. aparatury,,,,,,,,,,,0.0,0.0,3695,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3695?obiektId=Osoby,
Andrzej Niewiadomy,,,,,0000-0002-2393-2607,,,,,,,,2789.0,213.0,222,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/222?obiektId=Osoby,
Marek Niewiadomy,,bibliotekarz,,,,,,,,,,,0.0,1.0,874,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/874?obiektId=Osoby,
Marek Niezgoda,,Starszy wykładowca,,,,,,,,,,,2006.0,79.0,1059,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1059?obiektId=Osoby,
Dionizy Niezgoda,,,,,,,,,,,,,100.0,45.0,1532,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1532?obiektId=Osoby,
Iwona Niezgoda,,Dyrektor Centrum,,,,,,,,,,,0.0,1.0,1548,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1548?obiektId=Osoby,
Magdalena Niścior,,wykładowca,,,,,,,,,,,0.0,0.0,3377,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3377?obiektId=Osoby,
Krystyna Noskiewicz-Czarnecka,,wykładowca,,,,,,,,,,,0.0,0.0,2980,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2980?obiektId=Osoby,
Anna Nowaczek,,adiunkt posiadający st. nauk. dr,,,0000-0002-8725-2803,57191597648,,,,,,,1463.0,68.0,693,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/693?obiektId=Osoby,
Agata Nowaczyk,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,25.0,17.0,718,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/718?obiektId=Osoby,
Janusz Nowak,,Profesor,,,0000-0002-8687-4483,57196329260,,,,,,,1230.0,184.0,297,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/297?obiektId=Osoby,
Anna Nowak,,Profesor uczelni,,,0000-0003-1741-8692,56506440700,,,,,,,4199.0,159.0,657,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/657?obiektId=Osoby,
Michał Nowak,,adiunkt posiadający st. nauk. dr,,,0000-0002-9166-2530,37028808900,,,,,,,1778.0,95.0,660,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/660?obiektId=Osoby,
Małgorzata Nowak,,kustosz,,,,,,,,,,,0.0,3.0,1609,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1609?obiektId=Osoby,
Danuta Nowak,,starszy specjalista,,,,,,,,,,,0.0,0.0,2981,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2981?obiektId=Osoby,
Marta Nowak,,specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,2982,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2982?obiektId=Osoby,
Anna Nowak,,specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,3214,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3214?obiektId=Osoby,
Aneta Nowakiewicz,,Profesor,,,0000-0003-3961-5291,6507105585,,,,,,,5885.0,178.0,551,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/551?obiektId=Osoby,
Klaudia Nowak-Marchewka,,doktorant,,,0000-0003-3083-5925,,,,,,,,0.0,0.0,3467,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3467?obiektId=Osoby,
Bożena Nowakowicz-Dębek,,Profesor,,,0000-0003-2510-1062,6603183234,,,,,,,6996.0,346.0,188,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/188?obiektId=Osoby,
Zygmunt Nowakowski,,,,,,,,,,,,,102.0,21.0,157,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/157?obiektId=Osoby,
Beata Nowicka,,adiunkt posiadający st. nauk. dr,,,0000-0003-1240-323X,57210057035,,,,,,,1130.0,21.0,954,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/954?obiektId=Osoby,
Agnieszka Nowicka,,specjalista,,,,,,,,,,,0.0,0.0,2983,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2983?obiektId=Osoby,
Sławomir Nowikowski,,wykładowca,,,,,,,,,,,0.0,0.0,2984,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2984?obiektId=Osoby,
Monika Nowogrodzka,,kustosz,,,,,,,,,,,0.0,3.0,826,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/826?obiektId=Osoby,
Anna Nowok,,pracownik pomocniczy,,,,,,,,,,,0.0,0.0,2985,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2985?obiektId=Osoby,
Karolina Nowosad,,adiunkt posiadający st. nauk. dr,,,0000-0001-7664-1240,57216740301,,,,,,,914.0,36.0,1337,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1337?obiektId=Osoby,
Zbigniew Nozdryn-Płotnicki,,,,,,,,,,,,,276.0,60.0,155,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/155?obiektId=Osoby,
Aleksandra Nucia,,specjalista inżynieryjno-techniczny,,,,57201948958,,,,,,,813.0,29.0,893,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/893?obiektId=Osoby,
Przemysław Nurek,,referent,,,,,,,,,,,0.0,0.0,3065,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3065?obiektId=Osoby,
Renata Nurzyńska-Wierdak,,Profesor,,,0000-0002-9373-4841,35146244800,,,,,,,3572.0,224.0,150,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/150?obiektId=Osoby,
Józef Nurzyński,,,,,,,,,,,,,204.0,77.0,1411,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1411?obiektId=Osoby,
Radomir Obroślak,,adiunkt posiadający st. nauk. dr,,,0000-0003-2622-2253,55866007400,,,,,,,659.0,78.0,209,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/209?obiektId=Osoby,
Ryszard Ochman,,,,,,,,,,,,,0.0,2.0,3092,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3092?obiektId=Osoby,
Tomasz Ociepa,,adiunkt posiadający st. nauk. dr,,,0000-0003-2540-7563,57193858245,,,,,,,848.0,48.0,752,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/752?obiektId=Osoby,
Katarzyna Ognik,,Profesor,,,0000-0003-4393-4092,13008910500,,,,,,,13511.0,377.0,528,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/528?obiektId=Osoby,
Jacek Ogrodniczek,,adiunkt posiadający st. nauk. dr,,,0000-0002-6484-2245,,,,,,,,0.0,0.0,3366,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3366?obiektId=Osoby,
Sylwia Okoń,,Profesor,,,0000-0002-5906-2017,35768255100,,,,,,,2563.0,142.0,676,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/676?obiektId=Osoby,
Anna Okoń,,,,,,,,,,,,,179.0,21.0,764,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/764?obiektId=Osoby,
Bożena Okoń,,starszy specjalista,,,,,,,,,,,0.0,0.0,2986,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2986?obiektId=Osoby,
Rafał Olchowski,,adiunkt posiadający st. nauk. dr,,,,,,,,,,,0.0,0.0,3355,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3355?obiektId=Osoby,
Małgorzata Olech,,specjalista inżynieryjno-techniczny,,,,,,,,,,,179.0,15.0,1151,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1151?obiektId=Osoby,
Wojciech Olecki,,Kierownik Działu,,,,,,,,,,,0.0,0.0,2987,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2987?obiektId=Osoby,
Joanna Olejnik,,,,,,,,,,,,,69.0,14.0,1088,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1088?obiektId=Osoby,
Heronim Olenderek,,Profesor,,,0000-0002-2370-118X,57221748273,,,,,,,314.0,7.0,1166,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/1166?obiektId=Osoby,
Katarzyna Olesińska,,specjalista inżynieryjno-techniczny,,,,,,,,,,,0.0,0.0,3352,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3352?obiektId=Osoby,
Elżbieta Oleszczuk,,specjalista,,,,,,,,,,,0.0,0.0,3650,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3650?obiektId=Osoby,
Marta Oleszczuk,,starszy specjalista,,,,,,,,,,,0.0,0.0,3661,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3661?obiektId=Osoby,
Katarzyna Oleszek,,starszy specjalista,,,,,,,,,,,0.0,0.0,2988,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2988?obiektId=Osoby,
Krzysztof Olszak,,starszy specjalista inżynieryjno-techniczny,,,,,,,,,,,10.0,14.0,2989,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/2989?obiektId=Osoby,
Karolina Olszak,,specjalista,,,,,,,,,,,0.0,0.0,3609,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/3609?obiektId=Osoby,
Krzysztof Olszewski,,Profesor,,,0000-0002-4968-4621,7003644619,,,,,,,3130.0,233.0,512,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/512?obiektId=Osoby,
Tomasz Oniszczuk,,Profesor,,,0000-0002-1061-6541,38663194400,,,,,,,7020.0,215.0,509,https://open.up.lublin.pl/Uczelnia/Publiczna/Wyszukiwarka/ProfilDetail/509?obiektId=Osoby,
